source_node,target_node,weight
4167,5013,0.6
4167,1604,9.2
4167,9169,0.4
4168,5820,3.9
4168,8414,2.5
4168,275,5.1
4168,6661,3.3
4169,6429,7.1
4169,159,8
4169,655,4.9
4169,4826,7.4
4170,5828,0.2
4170,8460,9.1
4170,594,2.6
4170,5655,7.4
4171,9565,2.5
4171,9534,8.7
4171,1210,7.7
4171,7047,4.6
4172,7766,8.9
4172,6241,2.2
4172,536,4.8
4172,7960,2.1
4173,1685,9.8
4173,2519,3
4173,195,4.4
4173,6590,4.9
4174,1568,6.7
4174,8068,0.6
4174,2771,1.5
4174,6478,3.6
4175,4162,3.1
4175,9280,3.5
4175,3910,2
4175,7347,0.8
4176,1548,3.7
4176,2120,1.6
4176,7886,0.6
4176,9404,7.2
4177,6834,1
4177,8477,3.9
4177,2353,3.3
4177,6828,6.8
4178,1802,2.6
4178,4467,3.8
4178,9335,7.5
4178,1337,9.7
4179,177,9
4179,4980,9.1
4179,2016,7.2
4179,1102,9
4180,8997,5.3
4180,5706,6.4
4180,5612,5.1
4180,3129,6.5
4181,6860,7.4
4181,7576,4.3
4181,4049,1.1
4181,5277,8.4
4182,1164,8.3
4182,6978,9.1
4182,1800,6.3
4182,225,7.2
4183,7312,2.6
4183,3921,1.7
4183,7056,0.7
4183,1215,0.1
4184,6474,3.9
4184,7680,8.5
4184,3450,3.6
4184,4214,9.2
4185,9579,7.1
4185,2081,0.3
4185,4187,9.6
4185,3545,6.4
4186,1580,4.4
4186,409,3.3
4186,893,8.7
4186,7773,6.1
4187,4265,6.2
4187,1648,4.4
4187,9774,1.9
4187,767,2.8
4188,1473,3.6
4188,6978,9.1
4188,3119,9.3
4188,6844,8.9
4189,1175,0.9
4189,5280,0.9
4189,5351,9
4189,647,1.6
4190,580,8.3
4190,591,2.5
4190,6558,1.1
4190,7718,7.3
4191,867,10
4191,9192,8.9
4191,130,5.3
4191,7477,7.2
4192,1555,8.8
4192,9095,9
4192,21,1.4
4192,2610,0.5
4193,2360,7.2
4193,9788,8.3
4193,4877,5
4193,239,9.7
4194,5755,4.6
4194,7149,8.7
4194,2419,8.3
4194,9508,9.5
4195,5317,7
4195,9682,0.6
4195,1764,7.7
4195,938,7.6
4196,2648,7.4
4196,5015,5.5
4196,8771,7.1
4196,513,9.9
4197,7751,1.1
4197,8174,0.5
4197,1013,5.1
4197,6154,0.5
4198,5833,7.9
4198,730,3.7
4198,6852,0.2
4198,1694,2.3
4199,7577,7.7
4199,6197,7
4199,8605,7.5
4199,3685,2.8
4200,7977,1.2
4200,2283,4.5
4200,5969,2.7
4200,6960,7.5
4201,6490,4.8
4201,9565,5
4201,6760,2.3
4201,1328,8.7
4202,1301,0.3
4202,4703,5.3
4202,1913,2.6
4202,5772,6.9
4203,8742,9.3
4203,1146,8.9
4203,7187,1.8
4203,7360,9.6
4204,3596,2
4204,3931,5.7
4204,4664,3.1
4204,7464,5
4205,3323,0.5
4205,4114,2.2
4205,6028,4.8
4205,4409,9.6
4206,9321,3.7
4206,7300,4.2
4206,8874,2.9
4206,2344,2.2
4207,9972,9.4
4207,2425,3.2
4207,4335,3.5
4207,3776,2.5
4208,6698,5.5
4208,6782,4.2
4208,4350,8.3
4208,481,8.3
4209,1360,7.9
4209,2996,8.5
4209,250,2.8
4209,379,7
4210,1580,3.9
4210,6704,0.4
4210,991,0.4
4210,6647,1.3
4211,795,5.9
4211,1721,5.8
4211,554,3.4
4211,2159,3.8
4212,9004,0.9
4212,8685,1.6
4212,6508,0.3
4212,6338,4.6
4213,1011,3.4
4213,5644,10
4213,4539,1.7
4213,4401,8.4
4214,2598,0.3
4214,4891,3.6
4214,2433,9.8
4214,9636,5.5
4215,803,3.7
4215,8979,5.9
4215,5562,8.3
4215,3605,0.3
4216,601,1
4216,5743,5.5
4216,6298,6.7
4216,5539,5.6
4217,8282,0.2
4217,5282,5.4
4217,3221,2.3
4217,6273,3.1
4218,8032,2.6
4218,4862,6.1
4218,2118,8.1
4218,1365,3.5
4219,9652,8
4219,7934,8.8
4219,8297,6.6
4219,3849,10
4220,7176,5.7
4220,7853,10
4220,3633,0.2
4220,461,0.8
4221,4783,8.6
4221,3389,6.3
4221,4306,4.4
4221,3203,4.5
4222,832,7.6
4222,6177,6.8
4222,951,3.9
4222,3762,2.1
4223,5367,1.2
4223,579,9.2
4223,4142,5.5
4223,1572,5.4
4224,1715,8.8
4224,5935,1.4
4224,2103,5.3
4224,888,7.4
4225,4953,6.3
4225,5237,7.2
4225,3321,9.1
4225,9809,7.3
4226,6783,8.9
4226,8347,9.9
4226,5213,4.5
4226,4468,2.5
4227,8802,2.1
4227,5465,4.3
4227,464,3.7
4227,7326,6.5
4228,5569,3.7
4228,1932,2.5
4228,1749,5.6
4228,4011,0.7
4229,527,7.4
4229,4356,1.9
4229,9474,9.9
4229,2576,4
4230,37,0.4
4230,213,3.2
4230,1470,5.9
4230,227,0.4
4231,878,3.8
4231,3865,1.4
4231,8313,6.1
4231,3534,1.5
4232,154,4.9
4232,3277,2.6
4232,132,6.3
4232,1663,0.2
4233,7147,6.4
4233,8063,3.9
4233,8420,8.9
4233,5403,1.6
4234,2043,6.7
4234,1639,3.9
4234,2740,2.9
4234,7958,9.3
4235,884,9.3
4235,3611,6.8
4235,7952,5.5
4235,8332,3
4236,5254,3.1
4236,6729,6.4
4236,5723,4.6
4236,7548,9.9
4237,2212,5.2
4237,4705,9.3
4237,5033,0.1
4237,2359,4.8
4238,2615,5.2
4238,5208,4.6
4238,5717,8.7
4238,3686,0.4
4239,938,2
4239,790,9.7
4239,4397,0.3
4239,3425,4.5
4240,5180,6.9
4240,7304,5.1
4240,6209,10
4240,1081,1.8
4241,9794,8.9
4241,8112,3.9
4241,6168,3.1
4241,3855,6
4242,4403,8
4242,5600,5.1
4242,9083,8.4
4242,9146,9.8
4243,458,2.4
4243,8051,5.7
4243,3576,0.9
4243,8997,7.7
4244,8151,0.9
4244,5508,6.4
4244,1264,7.1
4244,5246,8.8
4245,5725,3
4245,8676,6
4245,5129,5.4
4245,6009,6.1
4246,117,6.7
4246,216,7.3
4246,7965,6.1
4246,2411,7.4
4247,7226,1.3
4247,7993,6.1
4247,3401,9.6
4247,1567,8.5
4248,6908,0.9
4248,8403,3.3
4248,1471,8.9
4248,1508,8.4
4249,4205,3.6
4249,7814,3.7
4249,4436,7.5
4249,4045,6.2
4250,839,3.6
4250,248,6.1
4250,9475,1
4250,4496,4.8
4251,4628,6.2
4251,5313,5.6
4251,1000,4.1
4251,7832,0.5
4252,5332,9.1
4252,4077,6.1
4252,4934,0.7
4252,4899,9.5
4253,2266,6.7
4253,2430,7.7
4253,289,7.9
4253,6132,9.1
4254,7712,8.1
4254,7911,2.6
4254,7173,4.3
4254,8290,1.3
4255,3342,5.3
4255,7426,1.1
4255,7181,7.2
4255,9127,2.1
4256,4599,4.8
4256,8875,3.3
4256,669,6.5
4256,8930,1.6
4257,2541,2.3
4257,8755,1.6
4257,3641,0.3
4257,2310,5.2
4258,4711,6
4258,6446,4
4258,8299,6
4258,4089,0.4
4259,5186,10
4259,1077,6
4259,4736,4.1
4259,6965,9.4
4260,1485,4.3
4260,165,0.7
4260,5212,5.4
4260,3450,9.1
4261,7724,7.2
4261,5741,1.8
4261,9122,4.2
4261,1722,9.8
4262,1414,0.6
4262,116,3.5
4262,7613,7.6
4262,2364,3.7
4263,6503,6
4263,5729,6.6
4263,8442,4.8
4263,1962,6.3
4264,8367,1
4264,9106,2.6
4264,3243,5.2
4264,1251,4
4265,6112,1.7
4265,6134,7.6
4265,6117,7.5
4265,4761,8.9
4266,228,5.5
4266,1442,7.6
4266,3555,3.3
4266,7155,0.5
4267,2005,5.3
4267,4639,8.2
4267,6753,1.6
4267,4909,4.4
4268,451,5.1
4268,5114,0.3
4268,4194,5.7
4268,1459,6.4
4269,8834,6.7
4269,6468,0.9
4269,2154,3.3
4269,5386,9.5
4270,9161,4.3
4270,9504,5
4270,1013,8.5
4270,3752,4.6
4271,2004,0.6
4271,4855,6.2
4271,4574,5.5
4271,4006,6.6
4272,243,0.7
4272,1399,7.2
4272,3945,2.2
4272,8917,0.6
4273,9848,6.6
4273,1535,6.5
4273,5050,0.1
4273,4966,7
4274,749,4.5
4274,1637,4.2
4274,4091,1.3
4274,3776,7.9
4275,6876,4.9
4275,1680,1.7
4275,8794,9.1
4275,6559,3.6
4276,1381,1.8
4276,6654,3.6
4276,7592,1.5
4276,335,8.6
4277,8716,6.2
4277,7152,8.9
4277,3531,1.9
4277,7813,0.9
4278,4200,3.8
4278,665,9.9
4278,1645,8
4278,6262,6.1
4279,9829,8
4279,1443,8.7
4279,8283,4.1
4279,2813,3.8
4280,339,3.2
4280,6138,1.6
4280,6679,9.5
4280,7066,4.1
4281,2292,3.9
4281,158,8.4
4281,5543,7.9
4281,7342,8.4
4282,482,7.1
4282,8741,6.1
4282,676,3.6
4282,7648,6.6
4283,2439,10
4283,8727,0.9
4283,59,0.4
4283,7659,6.9
4284,883,9.6
4284,3361,7
4284,4735,7.2
4284,637,4.6
4285,1338,4.8
4285,8418,8.2
4285,8245,8.9
4285,7145,4.8
4286,1699,5.7
4286,3505,6.4
4286,5702,1.9
4286,9014,4.5
4287,810,1.7
4287,7445,7.8
4287,1425,3.8
4287,7854,3.6
4288,5151,9.5
4288,2859,8.1
4288,1734,4.4
4288,4449,2.5
4289,8373,5.1
4289,820,4.8
4289,780,1.6
4289,9919,3.2
4290,2788,1.9
4290,9156,0.5
4290,2156,8.6
4290,8849,2.6
4291,2183,7.1
4291,4228,5.4
4291,7828,4.9
4291,337,9.1
4292,8110,5.4
4292,2961,9.3
4292,4102,6
4292,9309,7.8
4293,9821,0.2
4293,7275,3.3
4293,438,7.8
4293,4072,7.7
4294,5979,8
4294,2615,7.5
4294,2991,1.3
4294,3049,1.8
4295,9396,0.5
4295,9501,2.1
4295,2238,3
4295,3914,9.9
4296,7560,5.9
4296,7483,7.9
4296,245,2.4
4296,666,5.4
4297,6634,0.2
4297,1488,8.9
4297,7562,4.5
4297,7115,0.1
4298,1873,3.1
4298,130,6.2
4298,2069,6.4
4298,6613,3.6
4299,7050,3.6
4299,1944,9.6
4299,8534,9.7
4299,337,6.6
4300,6901,4.2
4300,6800,0.6
4300,7789,5.9
4300,4143,0.8
4301,899,4.6
4301,2650,2.8
4301,640,0.6
4301,3969,7
4302,3903,3.7
4302,667,4.7
4302,9704,5.5
4302,254,4.4
4303,3650,4.8
4303,9564,5.4
4303,2580,5
4303,3231,8.3
4304,9597,6.5
4304,6777,7
4304,5268,0.7
4304,4469,0.9
4305,2002,0.8
4305,978,9.1
4305,7376,7.2
4305,6961,2.8
4306,1099,3
4306,2525,7.3
4306,3727,5.3
4306,1019,5.1
4307,530,2.9
4307,3090,10
4307,6688,4.1
4307,8092,1.1
4308,1944,3
4308,9837,2.8
4308,5972,6.6
4308,9316,0.4
4309,7694,9
4309,6016,4.5
4309,7458,0.9
4309,3060,5.7
4310,9791,4.6
4310,6718,7.6
4310,5650,5.1
4310,8901,7.6
4311,6324,3.5
4311,4273,6.5
4311,5154,7.7
4311,591,9.6
4312,8606,7.5
4312,3893,6.2
4312,5172,4.9
4312,8227,8.5
4313,5792,3.7
4313,7259,5.5
4313,7022,6.3
4313,3874,9.5
4314,4673,8.9
4314,3591,2.4
4314,3432,8.9
4314,8531,8.3
4315,5263,9.4
4315,1426,0.9
4315,1490,1.9
4315,3809,5.7
4316,1543,3.8
4316,3416,9.1
4316,6284,6
4316,5387,5.6
4317,6942,2.5
4317,3531,7.6
4317,1420,3.9
4317,1186,8.2
4318,3275,0.2
4318,6207,1
4318,4251,6.3
4318,3646,8.1
4319,2714,6.9
4319,8348,2
4319,7352,8
4319,2698,9.4
4320,3851,6.3
4320,1135,8.4
4320,244,8.7
4320,5155,3
4321,161,3.8
4321,9145,6
4321,2452,9.3
4321,8653,0.8
4322,5956,6.2
4322,6959,5.7
4322,7266,8.9
4322,6462,5.7
4323,3039,9.3
4323,2632,5.1
4323,7452,5.7
4323,2384,5.2
4324,3154,3.2
4324,8034,1.5
4324,1668,3.8
4324,6532,3.4
4325,1761,2.8
4325,2205,9.1
4325,3902,6.9
4325,4570,7.1
4326,5908,5.3
4326,958,1.4
4326,5317,3.4
4326,2762,7.5
4327,7269,7
4327,2893,7.7
4327,4647,0.5
4327,2638,1.8
4328,8213,6
4328,8888,1.1
4328,4388,7.6
4328,3157,0.5
4329,3655,4.6
4329,1838,4.2
4329,6002,2.7
4329,178,1.8
4330,9154,9.1
4330,9877,6
4330,5996,8.8
4330,4042,8
4331,3732,7.2
4331,8773,0.7
4331,1007,6.3
4331,2330,6.1
4332,5082,6.6
4332,9498,0.1
4332,1452,1.4
4332,3311,2.5
4333,6121,5.3
4333,8197,8.4
4333,5433,8.2
4333,8588,7
4334,88,3.2
4334,3643,6.7
4334,5039,8.9
4334,904,2.6
4335,6356,4.3
4335,5397,7.1
4335,6125,8.6
4335,1581,9.1
4336,955,0.7
4336,3919,0.3
4336,7892,8.8
4336,5449,5.6
4337,3969,0.9
4337,6922,8.1
4337,857,7.1
4337,4785,6.2
4338,397,3.1
4338,5977,7.1
4338,8471,0.2
4338,1353,8
4339,9133,9.4
4339,9991,3.5
4339,4970,2.3
4339,8542,6.6
4340,4782,7.5
4340,5536,3.6
4340,6884,8.6
4340,2669,7
4341,3141,7.8
4341,5747,6.2
4341,4620,8.2
4341,6696,3.8
4342,4601,8.6
4342,6087,0.1
4342,3226,7
4342,3576,5.1
4343,1655,7.5
4343,9731,2.3
4343,28,3.8
4343,9845,8.6
4344,2189,9.8
4344,4916,0.5
4344,1893,8
4344,7168,4.9
4345,9647,2.8
4345,2363,4.6
4345,6584,9.1
4345,1354,9
4346,1125,2.3
4346,2508,8
4346,5457,9.9
4346,4859,2.9
4347,9114,7.2
4347,8352,8.5
4347,7469,8.3
4347,3996,6.5
4348,558,4.3
4348,7492,8.4
4348,4525,6.5
4348,6860,5.5
4349,2325,9.4
4349,8248,1.7
4349,4759,5.8
4349,8735,8.7
4350,7383,1.1
4350,3729,2.8
4350,3301,7.1
4350,5434,4.9
4351,6766,3.7
4351,615,3.5
4351,5444,9.3
4351,6905,9.3
4352,8411,1.1
4352,8648,4
4352,3909,2.2
4352,1529,2.7
4353,2849,1.8
4353,1443,8.4
4353,1904,3
4353,686,0.8
4354,1928,5.4
4354,7565,2.6
4354,8572,6.3
4354,4638,2.3
4355,2699,3.2
4355,6768,1.6
4355,1320,3
4355,6356,7.3
4356,7099,7.5
4356,3095,3.3
4356,2854,8.3
4356,8366,1.8
4357,1258,1
4357,8243,2.2
4357,4458,0.8
4357,6464,7.8
4358,1680,9.1
4358,2857,8.1
4358,5072,3.5
4358,4751,4
4359,3370,8.4
4359,9154,2.9
4359,3379,6.8
4359,310,8.6
4360,8038,7.2
4360,8265,2
4360,614,3.6
4360,6436,5.5
4361,7656,1.5
4361,7665,6.3
4361,3615,4.8
4361,7196,9.9
4362,5320,3.2
4362,3932,9.7
4362,5815,3.1
4362,7156,3.5
4363,5297,5.6
4363,7301,4.1
4363,188,7.2
4363,1367,2.3
4364,5476,8.5
4364,919,8.4
4364,1199,5.3
4364,2211,1.4
4365,2211,4.8
4365,3588,3.6
4365,4246,9
4365,6955,5.3
4366,2662,2.3
4366,1679,3.9
4366,4731,1.9
4366,3414,8.9
4367,5066,8.5
4367,2834,0.8
4367,5691,2.5
4367,3998,2
4368,2029,9.3
4368,3305,0.5
4368,9528,9.4
4368,2338,1.2
4369,3459,9.9
4369,9845,3.1
4369,439,9.4
4369,8916,6.8
4370,9124,4.5
4370,2474,3.4
4370,6034,1.8
4370,2492,2.4
4371,395,3.9
4371,97,8.7
4371,1352,3.3
4371,8387,9.3
4372,377,4.7
4372,1462,5.5
4372,5272,3.8
4372,5337,4.7
4373,2768,5.4
4373,4059,9.9
4373,8266,7.2
4373,6432,1
4374,1880,8.5
4374,9252,3.4
4374,2086,0.1
4374,5231,4.6
4375,9070,6.2
4375,2761,9.2
4375,5083,5
4375,1056,0.3
4376,8800,3.2
4376,6919,0.3
4376,4553,1.8
4376,7137,9.3
4377,4338,0.7
4377,415,2.1
4377,1943,5.9
4377,263,6.5
4378,7548,0.1
4378,438,2.4
4378,9998,9.2
4378,7110,6.6
4379,8937,9.3
4379,9987,3.4
4379,1244,2.2
4379,1466,5.3
4380,2874,7.6
4380,532,8.1
4380,9938,8.6
4380,5538,0.6
4381,2433,8.3
4381,3049,0.3
4381,8742,7.2
4381,272,2.4
4382,1735,4.8
4382,1015,7.9
4382,562,3.9
4382,6554,1.3
4383,3446,1.8
4383,9190,1.8
4383,3411,7.5
4383,8188,6
4384,2079,3.5
4384,8644,4.3
4384,3211,4.6
4384,4051,8.1
4385,2453,8.5
4385,960,1.6
4385,4079,8.7
4385,9267,2.8
4386,3952,2.1
4386,1456,0.7
4386,9322,0.6
4386,3859,5.4
4387,1644,8.3
4387,7115,7.8
4387,7144,9.4
4387,9964,8.2
4388,7655,0.9
4388,8623,7.9
4388,8140,2.5
4388,9757,9.4
4389,4327,1.2
4389,333,8.8
4389,5355,9.6
4389,1930,2.4
4390,1009,2.1
4390,6024,7.2
4390,2734,7.6
4390,1192,7.3
4391,2643,4.1
4391,458,7.3
4391,1683,4.6
4391,178,6.2
4392,4747,6.1
4392,8862,10
4392,9405,0.1
4392,5447,0.1
4393,6349,3.5
4393,9447,4.8
4393,6416,4.2
4393,3114,0.8
4394,8081,8
4394,8,7.1
4394,9238,5.9
4394,3665,9.5
4395,3923,8.4
4395,778,9.5
4395,5485,5.7
4395,9623,1.3
4396,3025,9.7
4396,4313,5.1
4396,9206,0.4
4396,5786,3.5
4397,2416,6.4
4397,6535,4.7
4397,327,9.5
4397,6782,5.3
4398,4872,3.7
4398,2487,5.9
4398,9258,7.3
4398,1032,2.7
4399,3027,0.3
4399,6819,6.1
4399,8988,6.5
4399,6499,3.3
4400,6067,5.5
4400,2647,3.4
4400,3423,1.9
4400,2846,0.3
4401,953,4.1
4401,1924,0.2
4401,2137,6.9
4401,7068,1
4402,4990,6.6
4402,2494,5.7
4402,4130,3.5
4402,2146,4.9
4403,7566,2.8
4403,6654,8.2
4403,6314,6.7
4403,8109,9.3
4404,9207,7.6
4404,5329,1.5
4404,4384,1.8
4404,570,9.7
4405,7054,1.4
4405,1431,8.7
4405,572,0.5
4405,5516,3.9
4406,9339,7.7
4406,3925,3.9
4406,2711,0.4
4406,1578,5.7
4407,3513,8.9
4407,6611,3.4
4407,797,7.9
4407,4702,4.5
4408,6151,0.7
4408,7614,2.2
4408,6402,2.4
4408,3079,8.2
4409,345,6.9
4409,1896,0.8
4409,6346,9.5
4409,8311,1.6
4410,4423,5.1
4410,3395,5.2
4410,1999,0.2
4410,5766,2.4
4411,2445,5.9
4411,4041,1.8
4411,527,3.3
4411,1165,5.3
4412,8969,9.8
4412,247,4.2
4412,235,1.5
4412,1900,3.7
4413,513,5.7
4413,8414,6.5
4413,3849,1.4
4413,3509,2.6
4414,2346,4
4414,1313,9.3
4414,6515,9.5
4414,254,3.3
4415,466,0.6
4415,7321,9.7
4415,1734,2
4415,1491,5.8
4416,7031,9.9
4416,3300,9.1
4416,5860,2.1
4416,7666,1.8
4417,1149,0.1
4417,2641,1.6
4417,9459,9.6
4417,2109,6.4
4418,9741,2.8
4418,6342,9.6
4418,1692,4.4
4418,1835,1.2
4419,7584,7.4
4419,8619,3.1
4419,8172,4.6
4419,8151,4.4
4420,2536,9.9
4420,2332,1.3
4420,5238,5.9
4420,1184,2.6
4421,3143,3
4421,1722,8.7
4421,1535,9.1
4421,6983,7.4
4422,7142,3.9
4422,939,8.4
4422,480,5.7
4422,5333,7
4423,8336,0.6
4423,2822,0.5
4423,4504,0.5
4423,9954,0.9
4424,8820,2.2
4424,8392,8.1
4424,1240,6.5
4424,3439,3.9
4425,214,7.2
4425,2129,6.1
4425,6581,3.6
4425,5645,4.1
4426,2382,10
4426,8583,7.7
4426,6745,3
4426,6819,9
4427,5624,5.2
4427,6914,6.6
4427,2914,7.8
4427,3116,6.3
4428,979,9.6
4428,4623,9.8
4428,8721,9.5
4428,4518,8.4
4429,8914,2.7
4429,286,1.5
4429,1388,2.3
4429,5781,9.6
4430,1662,7.2
4430,1011,2.4
4430,797,1.5
4430,8702,3.7
4431,5185,9.4
4431,7832,5.8
4431,6498,6.5
4431,1260,5.7
4432,8013,5.3
4432,6889,5.6
4432,4523,6
4432,4686,2.6
4433,6931,3
4433,9175,2.4
4433,894,6
4433,9719,1.5
4434,8476,2.3
4434,983,3.5
4434,3238,1.1
4434,797,4.9
4435,5588,2.1
4435,4608,1.7
4435,7568,5.3
4435,2651,2.4
4436,6218,9.2
4436,7616,4.7
4436,9165,2.1
4436,3311,8.3
4437,3713,2.2
4437,5575,2
4437,4786,7.8
4437,8892,5.1
4438,4690,2.1
4438,7818,8.1
4438,43,4.3
4438,5865,4.8
4439,8231,5.6
4439,6225,1.2
4439,7652,8.4
4439,5728,0.7
4440,7490,8.6
4440,4714,5.6
4440,2382,9.4
4440,8240,1
4441,2612,4.4
4441,4516,0.3
4441,1968,9.5
4441,3211,7.1
4442,2230,0.5
4442,6324,5.9
4442,1940,1.9
4442,5769,9.7
4443,116,6.1
4443,996,6.6
4443,262,8
4443,804,9.4
4444,9325,3.9
4444,9887,3.1
4444,3128,8.3
4444,8122,1.2
4445,1508,7.4
4445,6518,6.2
4445,5025,4.5
4445,6157,5.1
4446,8626,1.7
4446,9567,9.9
4446,6105,0.3
4446,7014,7.3
4447,8306,9.8
4447,2720,3.6
4447,5358,5.8
4447,2830,4.9
4448,6515,3.1
4448,8632,1
4448,2338,7.6
4448,84,3.5
4449,2186,2.8
4449,4199,1.6
4449,8523,8.5
4449,6922,8
4450,4237,3.5
4450,9936,2
4450,1698,7.5
4450,6280,9.5
4451,8233,6.9
4451,1758,7.3
4451,6580,8.2
4451,4167,5.3
4452,4988,7.4
4452,1933,3.1
4452,1860,1.3
4452,3127,7.3
4453,8188,9.2
4453,124,1.4
4453,711,5.9
4453,6569,5.7
4454,5023,0.8
4454,5314,4.3
4454,4327,7
4454,4886,9.5
4455,2624,0.8
4455,1190,8.5
4455,2320,7.2
4455,7350,2.5
4456,7969,1.5
4456,4565,2.5
4456,1062,5.7
4456,8122,9.8
4457,4195,8.4
4457,3424,6.2
4457,7357,2.6
4457,8035,9.4
4458,4240,5.2
4458,4603,1.1
4458,3280,7.8
4458,8792,5
4459,2577,8.7
4459,3423,4.8
4459,7419,9.9
4459,6788,3.3
4460,4280,1.2
4460,2328,5.3
4460,4688,8.9
4460,8886,5.6
4461,7720,6.6
4461,7016,6.6
4461,2374,7.1
4461,7199,7.9
4462,3512,9.1
4462,499,2.8
4462,5365,0.5
4462,4136,1.5
4463,2019,2
4463,6353,6.3
4463,3163,5.6
4463,8761,9
4464,5579,5.1
4464,9280,9.7
4464,538,4.5
4464,5570,4.5
4465,3569,9.6
4465,6543,5.8
4465,4424,6.3
4465,1814,8.1
4466,63,8
4466,1187,9.8
4466,1070,1.2
4466,8923,2.2
4467,2174,8.2
4467,1670,8.9
4467,2826,5.5
4467,5260,5.1
4468,1888,2.5
4468,6034,4.3
4468,7325,7.7
4468,6807,0.1
4469,456,3.9
4469,6971,9.6
4469,1389,8.8
4469,7040,1.1
4470,5645,8.1
4470,1411,1.8
4470,4563,4.6
4470,5804,1.5
4471,8170,2.4
4471,2083,5.4
4471,3358,6
4471,7382,8.4
4472,7761,6.1
4472,8697,3.5
4472,2975,9.3
4472,7565,0.6
4473,1619,9.4
4473,8756,0.2
4473,2059,2.3
4473,5444,9.4
4474,8682,2.4
4474,6938,7.5
4474,4765,4.5
4474,7601,5.1
4475,9664,3.1
4475,8563,0.7
4475,6465,9.1
4475,862,7
4476,8884,2.9
4476,4395,7.6
4476,1865,2
4476,219,9
4477,8668,3.5
4477,3379,9.2
4477,2748,2.7
4477,8698,6.5
4478,6590,1
4478,9025,2.5
4478,2578,9.1
4478,9010,2.9
4479,4678,9.1
4479,3099,3.1
4479,4761,5.2
4479,4381,3.2
4480,8243,2.7
4480,9584,9.8
4480,356,0.7
4480,7322,6.1
4481,506,6.4
4481,6112,4.4
4481,6214,5
4481,4187,0.4
4482,689,0.6
4482,2719,1.3
4482,4283,6.1
4482,7672,9.8
4483,4069,9.5
4483,4246,9.8
4483,8384,9.8
4483,5723,3.8
4484,7189,2.8
4484,7905,9.7
4484,1254,1.8
4484,529,0.1
4485,9941,9.4
4485,3250,9.6
4485,6131,5.8
4485,8399,3.5
4486,2363,9
4486,6861,8.2
4486,9217,4.7
4486,7563,7.6
4487,8757,7.3
4487,3274,1.2
4487,5613,4.2
4487,2847,0.4
4488,9906,4
4488,5094,3
4488,9353,0.9
4488,7209,7.2
4489,1540,0.5
4489,9346,8.3
4489,3690,4
4489,5229,9.5
4490,5829,6.8
4490,8546,10
4490,2090,2.9
4490,2834,6.9
4491,8031,5.5
4491,783,3.8
4491,9480,4.8
4491,8353,5.5
4492,642,0.7
4492,2374,1.2
4492,355,8.4
4492,1066,1.7
4493,1009,4.5
4493,9975,6.6
4493,3763,3.6
4493,5982,3.1
4494,8133,2.1
4494,5895,6.8
4494,672,3.9
4494,582,5.7
4495,1241,1
4495,94,0.4
4495,2233,10
4495,9482,2.7
4496,2013,7.7
4496,7530,2.3
4496,4718,7.1
4496,8747,5.3
4497,6883,3.3
4497,4506,3.6
4497,3206,0.6
4497,6602,0.3
4498,1925,6.5
4498,8052,7.7
4498,5338,3.2
4498,8702,9.4
4499,573,7.4
4499,1087,9.2
4499,2568,0.2
4499,882,0.2
4500,3931,0.1
4500,8297,0.3
4500,2113,8.1
4500,6004,7.9
4501,7762,2.7
4501,562,0.9
4501,2555,6.1
4501,440,4.8
4502,2683,8.4
4502,2416,4.7
4502,3984,7.7
4502,6339,1.8
4503,3809,5.5
4503,1897,5.6
4503,8397,4.1
4503,1840,0.6
4504,7444,3.2
4504,7276,2.1
4504,5891,4.7
4504,1534,6.7
4505,7846,1.7
4505,2328,3.4
4505,4330,3.8
4505,2720,8.1
4506,8721,7
4506,2947,3.1
4506,6489,7
4506,8972,4.5
4507,1567,2.9
4507,4453,7.1
4507,1312,6.2
4507,1821,1
4508,8128,6.2
4508,4250,7.2
4508,1390,8.9
4508,3137,0.5
4509,4168,3.2
4509,1172,1.7
4509,7499,9
4509,8843,6.2
4510,1182,7.8
4510,1862,3.6
4510,879,5.5
4510,2258,9.7
4511,62,1.1
4511,8938,4.1
4511,425,2.9
4511,9392,9.8
4512,9927,8.3
4512,3868,1.7
4512,7625,1.1
4512,1556,2.6
4513,9358,0.4
4513,8861,2.8
4513,3014,8.6
4513,1617,3.2
4514,6809,3.8
4514,2401,3.4
4514,9929,6.4
4514,3725,4.8
4515,2805,5
4515,6561,0.3
4515,5760,9
4515,530,9.5
4516,2385,5.9
4516,7962,0.7
4516,8364,0.4
4516,6640,3.7
4517,3345,10
4517,8812,3.1
4517,2739,2.1
4517,2953,7
4518,2412,4.8
4518,6060,6.1
4518,2863,4.8
4518,1076,7.7
4519,4446,3.4
4519,9554,8
4519,9325,8.1
4519,6923,7.6
4520,7879,8.9
4520,459,2.2
4520,3823,8.2
4520,1180,2.6
4521,7194,6.2
4521,2072,8.5
4521,8827,4.2
4521,7708,4
4522,398,7.6
4522,893,1
4522,889,1.3
4522,9423,4.5
4523,9696,5.1
4523,3940,3.3
4523,6809,8.9
4523,1058,9
4524,3311,1
4524,776,3.8
4524,666,0.7
4524,7073,2.6
4525,2031,6
4525,6874,4.2
4525,8804,1.2
4525,2609,1.4
4526,6007,6
4526,447,7.2
4526,1663,4.9
4526,216,9.1
4527,563,6.1
4527,3999,7.6
4527,1418,2.8
4527,1135,3.1
